TestModel,Mouseratio,DuplicateModel,Vendor,TestModel2,Cancer,TumorPurity
LU5194-R2P5-91770,38.06,LU5194,NOD/SCID;,LU5194,LU,61.94
LU5162-R1P4-20190201-25722-20210629,66.67,LU5162,NOD/SCID;,LU5162,LU,33.33
BN10369-R2P3-20200821-11607-20210223,19.3,BN10369,NOD/SCID;,BN10369,BN,80.7
OV15919-R1P6-51175-20210316,16.05,OV15919,NOD/SCID;,OV15919,OV,83.95
LU11579-R1P2-20200728-12321-20201110,6.07,LU11579,NOD/SCID;,LU11579,LU,93.93
BR5022-R2P5-94231,2.33,BR5022,NOD/SCID;,BR5022,BR,97.67
SA4207-R2P1-20201125-R-17662-20210323,12.39,SA4207,NOD/SCID;,SA4207,SA,87.61
LU5148-R2P6-22419,21.59,LU5148,NOD/SCID;,LU5148,LU,78.41
PA13024-R2P4-09867,18.56,PA13024,NOD/SCID;,PA13024,PA,81.44
CR5066-R2P5-24990,9.87,CR5066,NOD/SCID;,CR5066,CR,90.13
SA4173-R2P2-20201111-R-19881-20201222,37.92,SA4173,NOD/SCID;,SA4173,SA,62.08
LU5200-R3P4-20200319-49040,33.1,LU5200,NOD/SCID;,LU5200,LU,66.9
OV5298-P15-82457,0.01,OV5298,NOD/SCID;,OV5298,OV,99.99
HN2159-P2-120626,43.44,HN2159,NOD/SCID;,HN2159,HN,56.56
LU5351-R2P3-9145,37.36,LU5351,NOD/SCID;,LU5351,LU,62.64
PE16960-R1P0-94607,15.32,PE16960,NOD/SCID;,PE16960,PE,84.68
UT5326-R1P5-40875,47.18,UT5326,NOD/SCID;,UT5326,UT,52.82
CR14998-R1P7-20200722-12600-20200901,39.76,CR14998,NOD/SCID;,CR14998,CR,60.24
UT5326-R2P6-96922-20200908,17.32,UT5326,NOD/SCID;,UT5326,UT,82.68
ME12039-R2P3-89841,21.3,ME12039,NOD/SCID;,ME12039,ME,78.7
KI11444-R1P0-20191227-40210,44.23,KI11444,NOD/SCID;,KI11444,KI,55.77
HN5113-R4P3-20210407-R-28632-20210518,11.76,HN5113,NOD/SCID;,HN5113,HN,88.24
UT5326-R1P8-20200714-12922-20200922,45.09,UT5326,NOD/SCID;,UT5326,UT,54.91
PA5404-R1P1-20180814-14705,3.29,PA5404,NOD/SCID;,PA5404,PA,96.71
CV10946-R1P1-87640-RB,13.32,CV10946,NOD/SCID;,CV10946,CV,86.68
UT5326-R1P3-23043,30,UT5326,NOD/SCID;,UT5326,UT,70
ME12002-R1P3-33298,3.31,ME12002,NOD/SCID;,ME12002,ME,96.69
ME12002-R1P4-38608,1.89,ME12002,NOD/SCID;,ME12002,ME,98.11
UT5326-P2-1-751-758,44.45,UT5326,NOD/SCID;,UT5326,UT,55.55
LU11561-R2P3-20161-20210629,10.56,LU11561,NOD/SCID;,LU11561,LU,89.44
CR9508-R2P5-20201223-R-31312-20210309,12.11,CR9508,NOD/SCID;,CR9508,CR,87.89
OV9409-R2P7-53872-20210601,13.68,OV9409,NOD/SCID;,OV9409,OV,86.32
SA16047-R2P7-50721-20200915,24.65,SA16047,NOD/SCID;,SA16047,SA,75.35
SA4135-R2P2-20201111-R-19876-20210302,17.64,SA4135,NOD/SCID;,SA4135,SA,82.36
PE16647-R1P2-98652-20200915,3.57,PE16647,NOD/SCID;,PE16647,PE,96.43
AL5524-P1-20170503-38779-20210518,3.28,AL5524,NOD/SCID;,AL5524,AL,96.72
SA4173-R1P1-20180524-10543-20201117,19.19,SA4173,NOD/SCID;,SA4173,SA,80.81
HN9296-R2P6-20200507-47213,65.71,HN9296,NOD/SCID;,HN9296,HN,34.29
SA4244-R1P3-20200107-40469,41.81,SA4244,NOD/SCID;,SA4244,SA,58.19
PE16647-R1P1-98266,5.13,PE16647,NOD/SCID;,PE16647,PE,94.87
ME12033-R1P1-29929,7.04,ME12033,NOD/SCID;,ME12033,ME,92.96
LU11553-R2P4-90572,21.45,LU11553,NOD/SCID;,LU11553,LU,78.55
PA9454-R1P3-15488-RF,68.82,PA9454,NOD/SCID;,PA9454,PA,31.18
ES3895-R1P1-20161012-27221-20201208,3.05,ES3895,NOD/SCID;,ES3895,ES,96.95
CR15724-R1P0-21642-RF,20.92,CR15724,NOD/SCID;,CR15724,CR,79.08
BN10354-R2P6-98801-20200901,7.28,BN10354,NOD/SCID;,BN10354,BN,92.72
LU5251-R5P6-29499-20210330,44.82,LU5251,NOD/SCID;,LU5251,LU,55.18
HN9296-R2P7-20200609-46712,32.83,HN9296,NOD/SCID;,HN9296,HN,67.17
PE16960-R1P1-98701-20200929,7.83,PE16960,NOD/SCID;,PE16960,PE,92.17
SA4164-R1P3-20180911-16358-20200929,36.35,SA4164,NOD/SCID;,SA4164,SA,63.65
GA13741-R1P2-20191022-39315-20201222,15.11,GA13741,NOD/SCID;,GA13741,GA,84.89
PE16247-R1P2-51532-20201110,15.48,PE16247,NOD/SCID;,PE16247,PE,84.52
ME12116-R1P1-29074,6.74,ME12116,NOD/SCID;,ME12116,ME,93.26
SA4244-R2P2-20201125-R-17391-20210323,26.97,SA4244,NOD/SCID;,SA4244,SA,73.03
ME12116-R1P6-72392-RB,4.55,ME12116,NOD/SCID;,ME12116,ME,95.45
BN10359-R1P4-33522-RF,18.61,BN10359,NOD/SCID;,BN10359,BN,81.39
CR11377-R1P3-94553,25.22,CR11377,NOD/SCID;,CR11377,CR,74.78
LI6666-R8P7-20201217-25943-20210406,14.2,LI6666,NOD/SCID;,LI6666,LI,85.8
ME12182-R1P3-38633,18.33,ME12182,NOD/SCID;,ME12182,ME,81.67
BR15551-R1P2-20200512-41238,31.69,BR15551,NOD/SCID;,BR15551,BR,68.31
PA2919-R2P3-54870-20210407,57.81,PA2919,NOD/SCID;,PA2919,PA,42.19
ME14017-R1P2-30376,1.41,ME14017,NOD/SCID;,ME14017,ME,98.59
ME12185-R1P3-39010,6.24,ME12185,NOD/SCID;,ME12185,ME,93.76
GA6869-R5P7-57471-57472-20210622,13.11,GA6869,NOD/SCID;,GA6869,GA,86.89
GA6869-R5P7-57474-20210622,10.44,GA6869,NOD/SCID;,GA6869,GA,89.56
LI2979-R1P0-50326-20201215,34.99,LI2979,NOD/SCID;,LI2979,LI,65.01
GA13741-R2P5-28706-20210601,16.82,GA13741,NOD/SCID;,GA13741,GA,83.18
SA4173-R2P6-20210302-16633-20210330,18.4,SA4173,NOD/SCID;,SA4173,SA,81.6
CR9508-R1P5-51307-20201110,28.41,CR9508,NOD/SCID;,CR9508,CR,71.59
SA4258-R1P0-20190522-24495-20201117,1.33,SA4258,NOD/SCID;,SA4258,SA,98.67
LY6931-R4P9-20210324-28134-20210518,5.58,LY6931,NOD/SCID;,LY6931,LY,94.42
LU2418-R3P9-53321-20210316,19.35,LU2418,NOD/SCID;,LU2418,LU,80.65
CR2179-R6P1-39555,1.83,CR2179,NOD/SCID;,CR2179,CR,98.17
LI3205-R6P2-20200603-46160,17.21,LI3205,NOD/SCID;,LI3205,LI,82.79
UT9517-R1P1-53164-20210713,42.87,UT9517,NOD/SCID;,UT9517,UT,57.13
CR9508-R1P6-53866-20210316,13.46,CR9508,NOD/SCID;,CR9508,CR,86.54
CR15610-R1P0-17072-LF,5.49,CR15610,NOD/SCID;,CR15610,CR,94.51
CV10953-R1P3-88754-LB,31.51,CV10953,NOD/SCID;,CV10953,CV,68.49
CR9244-R2P6-20200618-45314,28.69,CR9244,NOD/SCID;,CR9244,CR,71.31
LI2662-R1P1-62884,29.72,LI2662,NOD/SCID;,LI2662,LI,70.28
GA13741-R2P3-20201216-R-31123-20210202,7.69,GA13741,NOD/SCID;,GA13741,GA,92.31
BL9206-R1P2-20180321-R-48011,68.06,BL9206,NOD/SCID;,BL9206,BL,31.94
OV5390-R2P8-55506-20210427,16.79,OV5390,NOD/SCID;,OV5390,OV,83.21
CR9249-R2P4-20200616-R-46996,19.26,CR9249,NOD/SCID;,CR9249,CR,80.74
PE17128-R1P0-96176-20201103,15.68,PE17128,NOD/SCID;,PE17128,PE,84.32
HN5113-R1P2-23082,8.12,HN5113,NOD/SCID;,HN5113,HN,91.88
PE16247-R1P1-98889-20200929,14.71,PE16247,NOD/SCID;,PE16247,PE,85.29
SA16052-R2P5-20190829-31399,37.53,SA16052,NOD/SCID;,SA16052,SA,62.47
ES3870-R1P1-20160623-23595-20201208,25.09,ES3870,NOD/SCID;,ES3870,ES,74.91
GS11331-P2-2002050452-71,10.35,GS11331,NOD/SCID;,GS11331,GS,89.65
BR10713-R1P2-20201222-31422-20210316,17.81,BR10713,NOD/SCID;,BR10713,BR,82.19
LU5148-R1P6-20190227-26314-20210525,35.82,LU5148,NOD/SCID;,LU5148,LU,64.18
BR9234-R2P4-91858,8.61,BR9234,NOD/SCID;,BR9234,BR,91.39
BR5022-R2P4-20200107-91729-20210323,2.77,BR5022,NOD/SCID;,BR5022,BR,97.23
HN5123-R2P1-97426,36.09,HN5123,NOD/SCID;,HN5123,HN,63.91
LU6922-R3P4-31859,7.05,LU6922,NOD/SCID;,LU6922,LU,92.95
FT11216-R1P1-53768-20210223,14.99,FT11216,NOD/SCID;,FT11216,FT,85.01
CV10948-R1P3-20210330-28841-20210615-Machine,29.95,CV10948,NOD/SCID;,CV10948,CV,70.05
LU6407-R7P9-93635,11.73,LU6407,NOD/SCID;,LU6407,LU,88.27
LU6407-R8P13-95873-20200818,19.63,LU6407,NOD/SCID;,LU6407,LU,80.37
LU5251-R6P5-55952-20210420,32.75,LU5251,NOD/SCID;,LU5251,LU,67.25
ME12114-R1P5-66089-20201124,1.64,ME12114,NOD/SCID;,ME12114,ME,98.36
LU2535-R5P3-20200325-R-48785-20200819,30.71,LU2535,NOD/SCID;,LU2535,LU,69.29
TH4278-R1P4-20200303-43138,57.83,TH4278,NOD/SCID;,TH4278,TH,42.17
GL11312-R1P2-20200519-41637,59.63,GL11312,NOD/SCID;,GL11312,GL,40.37
PA2919-R1P1-84979-20201208,29.26,PA2919,NOD/SCID;,PA2919,PA,70.74
LU5194-R3P5-55612-55613-55614-20210601,34.71,LU5194,NOD/SCID;,LU5194,LU,65.29
SA4218-R2P2-20210212-29864-20210420,3.57,SA4218,NOD/SCID;,SA4218,SA,96.43
BL9206-R1P2-20180321-48015-20210323,65.23,BL9206,NOD/SCID;,BL9206,BL,34.77
GS11341-R1P1-50375-20210601,2.89,GS11341,NOD/SCID;,GS11341,GS,97.11
PA13024-R1P4-20181106-19778-20210518,10.11,PA13024,NOD/SCID;,PA13024,PA,89.89
CV10072-R1P4-51741-20210126,7.14,CV10072,NOD/SCID;,CV10072,CV,92.86
LI1646-R17P2-20190806-R-31801-20190911,8.73,LI1646,NOD/SCID;,LI1646,LI,91.27
PA13007-R1P0-20200701-R-13627-20201013,41.2,PA13007,NOD/SCID;,PA13007,PA,58.8
CR9261-R2P3-20200910-30047-20201103,12.17,CR9261,NOD/SCID;,CR9261,CR,87.83
SA4219-R1P0-20180911-15701-20201117,5.42,SA4219,NOD/SCID;,SA4219,SA,94.58
ES3895-R2P2-20201202-R-17878-20210208,2.84,ES3895,NOD/SCID;,ES3895,ES,97.16
OV9409-R2P5-92763,21.93,OV9409,NOD/SCID;,OV9409,OV,78.07
CR9505-R3P4-57684-202106015-Machine,12.08,CR9505,NOD/SCID;,CR9505,CR,87.92
GA0152-R26P5-95041-20210223,13.76,GA0152,NOD/SCID;,GA0152,GA,86.24
CV10948-R1P1-20210119-23756-20210427,10.96,CV10948,NOD/SCID;,CV10948,CV,89.04
LU9328-R2P5-94512,19.42,LU9328,NOD/SCID;,LU9328,LU,80.58
GA13797-R1P3-20191121-37484-20200901,24.81,GA13797,NOD/SCID;,GA13797,GA,75.19
PA15055-R1P1-87641-LB,20.82,PA15055,NOD/SCID;,PA15055,PA,79.18
CC9326-R2P5-31631-20210317,26.26,CC9326,NOD/SCID;,CC9326,CC,73.74
CR14998-R1P6-20200609-46727,32.78,CR14998,NOD/SCID;,CR14998,CR,67.22
PA15055-R1P1-87643,37.19,PA15055,NOD/SCID;,PA15055,PA,62.81
ME12155-R2P3-31140,38.9,ME12155,NOD/SCID;,ME12155,ME,61.1
CR15765-R1P3-20191126-37916,2.31,CR15765,NOD/SCID;,CR15765,CR,97.69
ES3865-R3P7-31984-20210309,23.05,ES3865,NOD/SCID;,ES3865,ES,76.95
LU11784-P2-4,40.13,LU11784,NOD/SCID;,LU11784,LU,59.87
LU11784-P2-3,43.63,LU11784,NOD/SCID;,LU11784,LU,56.37
SA10160-R1P2-26181,31.77,SA10160,NOD/SCID;,SA10160,SA,68.23
CR2113-P1-20200819,7.72,CR2113,NOD/SCID;,CR2113,CR,92.28
BN10369-R2P2-20200629-45857-20200819,11.8,BN10369,NOD/SCID;,BN10369,BN,88.2
LU11573-R1P0-20191030-38210,28.29,LU11573,NOD/SCID;,LU11573,LU,71.71
BN10369-R2P3-20200811-11609-20200922,17.76,BN10369,NOD/SCID;,BN10369,BN,82.24
CV3633-R3P2-93650,39.83,CV3633,NOD/SCID;,CV3633,CV,60.17
PE16647-R1P1-98266-20200908,10.38,PE16647,NOD/SCID;,PE16647,PE,89.62
CR9515-R1P1-53160-20210608,7.6,CR9515,NOD/SCID;,CR9515,CR,92.4
SA4175-R1P0-48800-RF,40.31,SA4175,NOD/SCID;,SA4175,SA,59.69
SA4218-R2P1-20201119-R-17322-20210222,1.7,SA4218,NOD/SCID;,SA4218,SA,98.3
ME12155-R2P3-31140,12.02,ME12155,NOD/SCID;,ME12155,ME,87.98
ME12039-R1P5-84212,12.12,ME12039,NOD/SCID;,ME12039,ME,87.88
BN10354-R1P0-76021-RB,34.83,BN10354,NOD/SCID;,BN10354,BN,65.17
CV3633-R2P1-80223,40.54,CV3633,NOD/SCID;,CV3633,CV,59.46
CR5048-R1P7-89901-LF,26.37,CR5048,NOD/SCID;,CR5048,CR,73.63
BN10354-R1P1-82445-LF,20.94,BN10354,NOD/SCID;,BN10354,BN,79.06
BR9234-R1P3-12474,31.26,BR9234,NOD/SCID;,BR9234,BR,68.74
OV9409-R1P4-16378,17.94,OV9409,NOD/SCID;,OV9409,OV,82.06
LY12966-R1P2-80637,16.78,LY12966,NOD/SCID;,LY12966,LY,83.22
CV10909-R1P4-94807,6.47,CV10909,NOD/SCID;,CV10909,CV,93.53
LU11561-R1P0-20190429-27485,37.18,LU11561,NOD/SCID;,LU11561,LU,62.82
PE17128-R1P1-53579-20210316,7.59,PE17128,NOD/SCID;,PE17128,PE,92.41
LU5215-R2P2-20161221-R-0438-20210323,5.53,LU5215,NOD/SCID;,LU5215,LU,94.47
ES0042-R26P3-20200916-R-30776-20201208,40.16,ES0042,NOD/SCID;,ES0042,ES,59.84
BR9234-R2P4-91858,6.36,BR9234,NOD/SCID;,BR9234,BR,93.64
ME12212-R1P3-31851,11.02,ME12212,NOD/SCID;,ME12212,ME,88.98
CV10040-R1P1-79381-RF,6.94,CV10040,NOD/SCID;,CV10040,CV,93.06
LI4085-R1P7-48689-RF,4.43,LI4085,NOD/SCID;,LI4085,LI,95.57
GA2228-R5P3-42770,32.27,GA2228,NOD/SCID;,GA2228,GA,67.73
LU9328-R1P3-13361,27.18,LU9328,NOD/SCID;,LU9328,LU,72.82
GA2228-R5P9-77500-LB,29.59,GA2228,NOD/SCID;,GA2228,GA,70.41
CR9256-R1P5-17736-20210608,15.12,CR9256,NOD/SCID;,CR9256,CR,84.88
ME9389-R1P4-15500-20210608,8.28,ME9389,NOD/SCID;,ME9389,ME,91.72
PE16638-R1P2-53403-20210511,18.39,PE16638,NOD/SCID;,PE16638,PE,81.61
LU11561-R1P0-27484-RF,24.17,LU11561,NOD/SCID;,LU11561,LU,75.83
SA4244-R1P0-20181203-28776-RF,28.57,SA4244,NOD/SCID;,SA4244,SA,71.43
SK12229-R1P0-77445-RF,2.51,SK12229,NOD/SCID;,SK12229,SK,97.49
ES3895-R1P1-201601012-27218-20210601,3.77,ES3895,NOD/SCID;,ES3895,ES,96.23
BR10762-R1P2-20210208-29518-20210518,37.23,BR10762,NOD/SCID;,BR10762,BR,62.77
CR9240-R2P5-20200624-45876,24.58,CR9240,NOD/SCID;,CR9240,CR,75.42
ME12184-R1P5-79417-RB,24.82,ME12184,NOD/SCID;,ME12184,ME,75.18
ES3895-R2P3-20210204-29527-20210330,5.47,ES3895,NOD/SCID;,ES3895,ES,94.53
LU13944-R2P6-98255-20200915,57.09,LU13944,NOD/SCID;,LU13944,LU,42.91
CR5101-R9P3-39877,7.57,CR5101,NOD/SCID;,CR5101,CR,92.43
CR4072-R1P4-20180410-48968-20201208,20.22,CR4072,NOD/SCID;,CR4072,CR,79.78
BR9462-R1P5-86674-20201110,45.77,BR9462,NOD/SCID;,BR9462,BR,54.23
SA4183-R1P4-20200218-43819-20200825,23.11,SA4183,NOD/SCID;,SA4183,SA,76.89
LU5215-R2P2-20161221-441-20201124,3,LU5215,NOD/SCID;,LU5215,LU,97
SA10157-R2P5-91758,28.7,SA10157,NOD/SCID;,SA10157,SA,71.3
LU5209-R3P3-50325-20201110,23.03,LU5209,NOD/SCID;,LU5209,LU,76.97
BN10410-R1P0-76045-RF,9.99,BN10410,NOD/SCID;,BN10410,BN,90.01
LU2805-R1P2-68795-20201208,47.3,LU2805,NOD/SCID;,LU2805,LU,52.7
SA4173-R1P0-20180402-48898-20201229,16.96,SA4173,NOD/SCID;,SA4173,SA,83.04
BN9222-R2P5-98506-20200929,8.65,BN9222,NOD/SCID;,BN9222,BN,91.35
ME12090-R1P4-20200623-45866-20201013,18.42,ME12090,NOD/SCID;,ME12090,ME,81.58
CR11377-R1P2-91335,28.06,CR11377,NOD/SCID;,CR11377,CR,71.94
BN10410-R1P0-76045,23.03,BN10410,NOD/SCID;,BN10410,BN,76.97
OV5308-R1P5-87193-20201222,14.43,OV5308,NOD/SCID;,OV5308,OV,85.57
ES3911-R1P0-20160928-27019-20210608,59.82,ES3911,NOD/SCID;,ES3911,ES,40.18
ME14017-R1P1-20181205-20146-20201013,14.37,ME14017,NOD/SCID;,ME14017,ME,85.63
ME14017-R2P6-50711-20201013,1.23,ME14017,NOD/SCID;,ME14017,ME,98.77
CV10953-R1P1-87671-LF,19.1,CV10953,NOD/SCID;,CV10953,CV,80.9
CV10953-R1P1-87671,19.03,CV10953,NOD/SCID;,CV10953,CV,80.97
BN10369-R1P0-20200514-R-47433,23.06,BN10369,NOD/SCID;,BN10369,BN,76.94
BR15551-R1P3-20200616-45353-20210316,45.29,BR15551,NOD/SCID;,BR15551,BR,54.71
CR9256-R1P4-12361-LF,13.1,CR9256,NOD/SCID;,CR9256,CR,86.9
BR10634-R1P3-56334-20210601,20.92,BR10634,NOD/SCID;,BR10634,BR,79.08
LU2418-R3P10-54302-20210323,7.59,LU2418,NOD/SCID;,LU2418,LU,92.41
CV10953-R2P2-92333,18.12,CV10953,NOD/SCID;,CV10953,CV,81.88
PA2415-R1P6-86602-20210202,52.97,PA2415,NOD/SCID;,PA2415,PA,47.03
ME12049-R1P4-20170321-33552-20201124,4.24,ME12049,NOD/SCID;,ME12049,ME,95.76
LI3205-R7P5-20200729-R-12438-20200908,26.77,LI3205,NOD/SCID;,LI3205,LI,73.23
CV10953-R1P4-89291-LB,23,CV10953,NOD/SCID;,CV10953,CV,77
CV10948-R1P0-20200610-R-46942-20201117,2.13,CV10948,NOD/SCID;,CV10948,CV,97.87
CV10953-R1P1-87673,20.57,CV10953,NOD/SCID;,CV10953,CV,79.43
HN2159-P1-120305,11.06,HN2159,NOD/SCID;,HN2159,HN,88.94
LU11870-P3-Ms194-2008090614,11.32,LU11870,NOD/SCID;,LU11870,LU,88.68
FT11219-R1P5-20210310-22023-20210525,14.38,FT11219,NOD/SCID;,FT11219,FT,85.62
ES6824-R6P5-92274,47.39,ES6824,NOD/SCID;,ES6824,ES,52.61
LU11561-R2P3-20210512-R-20163-20210622,11.4,LU11561,NOD/SCID;,LU11561,LU,88.6
PE16940-R1P1-98879-20201027,19.08,PE16940,NOD/SCID;,PE16940,PE,80.92
LI9320-R1P4-16337,25.78,LI9320,NOD/SCID;,LI9320,LI,74.22
BR9462-R1P5-86674-202106015,16.2,BR9462,NOD/SCID;,BR9462,BR,83.8
UT3671-R1P4-20160504-21408-20210706,22.14,UT3671,NOD/SCID;,UT3671,UT,77.86
CV13635-R1P4-20210212-29509-20210420,14.22,CV13635,NOD/SCID;,CV13635,CV,85.78
CC9326-R2P5-31634-20210420,53.76,CC9326,NOD/SCID;,CC9326,CC,46.24
ME9372-R3P4-20210428-15616-20210601,8.17,ME9372,NOD/SCID;,ME9372,ME,91.83
TH4278-R2P3-20201208-R-25421-20210126,38.35,TH4278,NOD/SCID;,TH4278,TH,61.65
GS11331-P1-2002050452-52,9.2,GS11331,NOD/SCID;,GS11331,GS,90.8
PA13018-R1P4-20210222-16193-20210413,16.76,PA13018,NOD/SCID;,PA13018,PA,83.24
OV5308-R4P7-20210213-29963-20210608,18.18,OV5308,NOD/SCID;,OV5308,OV,81.82
ES0195-R18P4-30292-20210208,57.58,ES0195,NOD/SCID;,ES0195,ES,42.42
ME9381-R2P4-20200618-R-46775-20201013,14.46,ME9381,NOD/SCID;,ME9381,ME,85.54
LI15535-R1P1-80256-LF,19.43,LI15535,NOD/SCID;,LI15535,LI,80.57
CR14912-R1P1-79316-LF,16.63,CR14912,NOD/SCID;,CR14912,CR,83.37
SA4237-R2P2-20210212-29860-20210518,17.83,SA4237,NOD/SCID;,SA4237,SA,82.17
ME12166-R1P4-64197-20201124,8.25,ME12166,NOD/SCID;,ME12166,ME,91.75
MC3685-R4P1-32043,8.22,MC3685,NOD/SCID;,MC3685,MC,91.78
CR5051-R1P3-23861,1.96,CR5051,NOD/SCID;,CR5051,CR,98.04
CV10923-R1P0-97507,57.61,CV10923,NOD/SCID;,CV10923,CV,42.39
LY9592-R1P3-20200927-24350-20201022-20210615-Machine,76.65,LY9592,NOD/SCID;,LY9592,LY,23.35
BN10390-R1P2-20190926-34551-20210112,9.1,BN10390,NOD/SCID;,BN10390,BN,90.9
LU11778-R2P2-20201125-R-17461-20210330,22.84,LU11778,NOD/SCID;,LU11778,LU,77.16
PR6511-R1P7-87998,9.11,PR6511,NOD/SCID;,PR6511,PR,90.89
PA15055-R1P0-84910-RF,32.72,PA15055,NOD/SCID;,PA15055,PA,67.28
GA1346-R5P2-20160426-20695-R-20210629,30.82,GA1346,NOD/SCID;,GA1346,GA,69.18
SA13405-R2P5-94817-20210223,29.37,SA13405,NOD/SCID;,SA13405,SA,70.63
LU2639-R1P3-55415-20210608,20,LU2639,NOD/SCID;,LU2639,LU,80
ES0219-R20P2-92257,9.96,ES0219,NOD/SCID;,ES0219,ES,90.04
ES10086-R2P3-24960,26.87,ES10086,NOD/SCID;,ES10086,ES,73.13
PA2031-R3P6-20200821-R-11891-20201110,21.36,PA2031,NOD/SCID;,PA2031,PA,78.64
BR9229-R1P2-20180117-R-45644,24.22,BR9229,NOD/SCID;,BR9229,BR,75.78
BL9206-R2P2-20200520-R-41484,50.93,BL9206,NOD/SCID;,BL9206,BL,49.07
CR11377-R1P0-21492,19.26,CR11377,NOD/SCID;,CR11377,CR,80.74
NB12821-R1P0-20210421-R-28606-20210713,2.53,NB12821,NOD/SCID;,NB12821,NB,97.47
CR5066-R2P8-92691,17.53,CR5066,NOD/SCID;,CR5066,CR,82.47
ES3897-R2P3-20201202-R-17832-20210208,30.44,ES3897,NOD/SCID;,ES3897,ES,69.56
LU2418-R3P8-50210-20201027,8.04,LU2418,NOD/SCID;,LU2418,LU,91.96
FT14787-R1P2-20200609-46736-20200819,34.86,FT14787,NOD/SCID;,FT14787,FT,65.14
UT5318-R3P5-96908-20201117,9.95,UT5318,NOD/SCID;,UT5318,UT,90.05
SA0271-R13P2-92395,50.72,SA0271,NOD/SCID;,SA0271,SA,49.28
BL9206-R1P3-20200618-45356,36.28,BL9206,NOD/SCID;,BL9206,BL,63.72
SA4237-R1P0-20181115-28146-20201117,26.56,SA4237,NOD/SCID;,SA4237,SA,73.44
BN10359-R1P0-20180725-17512,12.08,BN10359,NOD/SCID;,BN10359,BN,87.92
SA10160-R2P5-98450-20200915,4.84,SA10160,NOD/SCID;,SA10160,SA,95.16
CC6600-R10P8-17044-20210615,30.01,CC6600,NOD/SCID;,CC6600,CC,69.99
BR9229-R1P2-45644,12.75,BR9229,NOD/SCID;,BR9229,BR,87.25
CV3649-R1P0-20141216-62153,53.09,CV3649,NOD/SCID;,CV3649,CV,46.91
AL5588-P1-20170815-36817-20210518,17.44,AL5588,NOD/SCID;,AL5588,AL,82.56
LU11778-R1P0-201901023-39853-20201215,15.81,LU11778,NOD/SCID;,LU11778,LU,84.19
CR14998-R1P0-21659-RF,29,CR14998,NOD/SCID;,CR14998,CR,71
CR14998-R1P1-32151-RF,30.54,CR14998,NOD/SCID;,CR14998,CR,69.46
LU11873-P10-20200608-XO0548,2.09,LU11873,NOD/SCID;,LU11873,LU,97.91
LI5131-R2P4-22677,45.32,LI5131,NOD/SCID;,LI5131,LI,54.68
CC6600-R10P8-20201201-17043-20210622,25.72,CC6600,NOD/SCID;,CC6600,CC,74.28
FT11216-R1P0-99735-20201110,6.49,FT11216,NOD/SCID;,FT11216,FT,93.51
CV10040-R2P2-91006-20210223,7.51,CV10040,NOD/SCID;,CV10040,CV,92.49
CR5048-R1P7-89770,26.88,CR5048,NOD/SCID;,CR5048,CR,73.12
CR5048-R2P8-99415-20200818,13.24,CR5048,NOD/SCID;,CR5048,CR,86.76
SA13542-R1P1-25837,3,SA13542,NOD/SCID;,SA13542,SA,97
LU11784-R1P1-14777-RF,38.34,LU11784,NOD/SCID;,LU11784,LU,61.66
SA10160-R2P6-51081-20201027,3,SA10160,NOD/SCID;,SA10160,SA,97
LI0752-R29P7-12083-20201020,1.5,LI0752,NOD/SCID;,LI0752,LI,98.5
LU11760-R1P2-20191010-39041-20210323,38.18,LU11760,NOD/SCID;,LU11760,LU,61.82
LI5131-P4-22678,1.24,LI5131,NOD/SCID;,LI5131,LI,98.76
LU2071-R11P7-20210428-R-22949-20210629,20.22,LU2071,NOD/SCID;,LU2071,LU,79.78
LU11784-R1P2-26896-RF,37.58,LU11784,NOD/SCID;,LU11784,LU,62.42
LU11784-R1P2-26894-RB,30.05,LU11784,NOD/SCID;,LU11784,LU,69.95
ME9368-R1P3-20180315-47877-20201013,7.77,ME9368,NOD/SCID;,ME9368,ME,92.23
CC6600-R10P8-20201201-17044-20210615-Machine,13.9,CC6600,NOD/SCID;,CC6600,CC,86.1
CR5048-R1P8-91266,25.64,CR5048,NOD/SCID;,CR5048,CR,74.36
PE17291-R1P0-20200617-R-45612-20201124,11.55,PE17291,NOD/SCID;,PE17291,PE,88.45
GA13743-R1P0-77660-RB,45.95,GA13743,NOD/SCID;,GA13743,GA,54.05
LY12966-R1P2-80637,17.74,LY12966,NOD/SCID;,LY12966,LY,82.26
CR2837-R1P4-75480-RF,8.76,CR2837,NOD/SCID;,CR2837,CR,91.24
CR2837-R1P1-70463-RF,8.16,CR2837,NOD/SCID;,CR2837,CR,91.84
FT15176-R1P0-2019012027-40251,5.15,FT15176,NOD/SCID;,FT15176,FT,94.85
ES3869-R2P4-20201202-R-17893-20210525,29.55,ES3869,NOD/SCID;,ES3869,ES,70.45
CR9505-R1P6-50991-20201013,6.12,CR9505,NOD/SCID;,CR9505,CR,93.88
LU9329-R2P9-20201012-24972-20210323,52.45,LU9329,NOD/SCID;,LU9329,LU,47.55
BL9207-R1P2-20180409-R-49199,39.67,BL9207,NOD/SCID;,BL9207,BL,60.33
LU1480-R9P2-20170727-36432,17.23,LU1480,NOD/SCID;,LU1480,LU,82.77
CR5052-R2P5-92990,6.35,CR5052,NOD/SCID;,CR5052,CR,93.65
