sample	TCGA-project	ABSOLUTE_Locallo2019
TCGA-2G-AAKG-01	TGCT	0.41
TCGA-2G-AAKG-05	TGCT	0.37
TCGA-2G-AAKH-01	TGCT	0.25
TCGA-2G-AAKL-01	TGCT	0.62
TCGA-2G-AAKM-01	TGCT	0.6
TCGA-2G-AAL5-01	TGCT	0.46
TCGA-2X-A9D6-01	TGCT	0.29
TCGA-4K-AA1G-01	TGCT	0.88
TCGA-4K-AA1H-01	TGCT	0.18
TCGA-4K-AA1I-01	TGCT	0.52
TCGA-4K-AAAL-01	TGCT	0.55
TCGA-S6-A8JW-01	TGCT	0.46
TCGA-S6-A8JX-01	TGCT	0.76
TCGA-S6-A8JY-01	TGCT	0.73
TCGA-SB-A6J6-01	TGCT	0.67
TCGA-SB-A76C-01	TGCT	0.46
TCGA-SN-A84W-01	TGCT	0.49
TCGA-SN-A84X-01	TGCT	0.32
TCGA-SN-A84Y-01	TGCT	0.37
TCGA-VF-A8A8-01	TGCT	0.86
TCGA-VF-A8AB-01	TGCT	0.27
TCGA-VF-A8AC-01	TGCT	0.85
TCGA-VF-A8AE-01	TGCT	0.24
TCGA-W4-A7U2-01	TGCT	0.5
TCGA-W4-A7U4-01	TGCT	0.24
TCGA-WZ-A7V3-01	TGCT	0.57
TCGA-WZ-A7V5-01	TGCT	0.3
TCGA-WZ-A8D5-01	TGCT	0.89
TCGA-X3-A8G4-01	TGCT	0.63
TCGA-XE-A8H1-01	TGCT	0.38
TCGA-XE-A8H4-01	TGCT	1
TCGA-XE-A8H5-01	TGCT	0.68
TCGA-XE-A9SE-01	TGCT	0.52
TCGA-XE-AANI-01	TGCT	0.76
TCGA-XE-AANV-01	TGCT	0.75
TCGA-XE-AAO3-01	TGCT	0.34
TCGA-XE-AAO4-01	TGCT	0.39
TCGA-XE-AAO6-01	TGCT	0.43
TCGA-XE-AAOC-01	TGCT	0.6
TCGA-XE-AAOF-01	TGCT	0.93
TCGA-XE-AAOJ-01	TGCT	0.54
TCGA-XE-AAOL-01	TGCT	0.75
TCGA-XY-A89B-01	TGCT	0.97
TCGA-XY-A8S2-01	TGCT	0.65
TCGA-XY-A9T9-01	TGCT	0.31
TCGA-YU-A90P-01	TGCT	0.36
TCGA-YU-A90Q-01	TGCT	0.51
TCGA-YU-A90S-01	TGCT	0.23
TCGA-YU-A90W-01	TGCT	0.35
TCGA-YU-A90Y-01	TGCT	0.23
TCGA-YU-A912-01	TGCT	0.24
TCGA-YU-A94I-01	TGCT	0.39
TCGA-YU-AA61-01	TGCT	0.46
TCGA-ZM-AA06-01	TGCT	0.29
TCGA-ZM-AA0B-01	TGCT	0.46
TCGA-ZM-AA0D-01	TGCT	0.28
TCGA-ZM-AA0E-01	TGCT	0.56
TCGA-ZM-AA0F-01	TGCT	0.35
TCGA-ZM-AA0N-01	TGCT	0.84
TCGA-BJ-A0YZ-01	THCA	0.2
TCGA-BJ-A0Z0-01	THCA	0.17
TCGA-BJ-A0Z2-01	THCA	0.94
TCGA-BJ-A0Z3-01	THCA	1
TCGA-BJ-A0Z9-01	THCA	0.27
TCGA-BJ-A0ZA-01	THCA	0.17
TCGA-BJ-A0ZB-01	THCA	0.17
TCGA-BJ-A0ZC-01	THCA	0.74
TCGA-BJ-A0ZE-01	THCA	0.27
TCGA-BJ-A0ZH-01	THCA	0.19
TCGA-BJ-A0ZJ-01	THCA	0.22
TCGA-BJ-A18Y-01	THCA	0.47
TCGA-BJ-A18Z-01	THCA	0.19
TCGA-BJ-A191-01	THCA	0.42
TCGA-BJ-A28R-01	THCA	0.2
TCGA-BJ-A28S-01	THCA	0.26
TCGA-BJ-A28T-01	THCA	0.51
TCGA-BJ-A28V-01	THCA	0.27
TCGA-BJ-A2N9-01	THCA	0.8
TCGA-BJ-A2P4-01	THCA	0.18
TCGA-BJ-A3F0-01	THCA	0.71
TCGA-BJ-A3PR-01	THCA	0.17
TCGA-BJ-A3PU-01	THCA	0.21
TCGA-BJ-A45F-01	THCA	0.44
TCGA-BJ-A45G-01	THCA	0.22
TCGA-BJ-A45K-01	THCA	0.17
TCGA-BJ-A4O8-01	THCA	0.18
TCGA-BJ-A4O9-01	THCA	0.82
TCGA-CE-A3MD-01	THCA	0.52
TCGA-CE-A3ME-01	THCA	0.49
TCGA-CE-A482-01	THCA	0.2
TCGA-CE-A483-01	THCA	0.28
TCGA-CE-A484-01	THCA	0.89
TCGA-DE-A0XZ-01	THCA	0.3
TCGA-DE-A0Y2-01	THCA	0.17
TCGA-DE-A3KN-01	THCA	0.74
TCGA-DE-A4MA-01	THCA	0.24
TCGA-DE-A4MD-01	THCA	0.23
TCGA-DE-A69J-01	THCA	0.3
TCGA-DE-A69K-01	THCA	0.2
TCGA-DE-A7U5-01	THCA	0.17
TCGA-DJ-A13L-01	THCA	0.39
TCGA-DJ-A13M-01	THCA	0.17
TCGA-DJ-A13O-01	THCA	0.25
TCGA-DJ-A13P-01	THCA	0.17
TCGA-DJ-A13S-01	THCA	0.4
TCGA-DJ-A13U-01	THCA	0.21
TCGA-DJ-A13V-01	THCA	0.21
TCGA-DJ-A13W-01	THCA	0.28
TCGA-DJ-A13X-01	THCA	0.25
TCGA-DJ-A1QE-01	THCA	0.18
TCGA-DJ-A1QF-01	THCA	0.19
TCGA-DJ-A1QG-01	THCA	0.38
TCGA-DJ-A1QI-01	THCA	0.22
TCGA-DJ-A1QL-01	THCA	0.19
TCGA-DJ-A1QM-01	THCA	0.19
TCGA-DJ-A1QN-01	THCA	0.33
TCGA-DJ-A1QO-01	THCA	0.2
TCGA-DJ-A2PN-01	THCA	0.2
TCGA-DJ-A2PP-01	THCA	0.24
TCGA-DJ-A2PR-01	THCA	0.48
TCGA-DJ-A2PS-01	THCA	0.18
TCGA-DJ-A2PT-01	THCA	0.18
TCGA-DJ-A2PV-01	THCA	0.16
TCGA-DJ-A2PW-01	THCA	0.19
TCGA-DJ-A2PX-01	THCA	0.18
TCGA-DJ-A2PY-01	THCA	0.21
TCGA-DJ-A2PZ-01	THCA	0.25
TCGA-DJ-A2Q1-01	THCA	0.18
TCGA-DJ-A2Q2-01	THCA	0.48
TCGA-DJ-A2Q5-01	THCA	0.3
TCGA-DJ-A2Q7-01	THCA	0.34
TCGA-DJ-A2Q8-01	THCA	0.17
TCGA-DJ-A2QA-01	THCA	0.2
TCGA-DJ-A2QC-01	THCA	0.2
TCGA-DJ-A3UK-01	THCA	0.67
TCGA-DJ-A3UM-01	THCA	0.42
TCGA-DJ-A3UN-01	THCA	0.55
TCGA-DJ-A3UQ-01	THCA	0.19
TCGA-DJ-A3UR-01	THCA	0.34
TCGA-DJ-A3UT-01	THCA	0.21
TCGA-DJ-A3UU-01	THCA	0.23
TCGA-DJ-A3UW-01	THCA	0.24
TCGA-DJ-A3V0-01	THCA	0.18
TCGA-DJ-A3V2-01	THCA	0.2
TCGA-DJ-A3V4-01	THCA	0.2
TCGA-DJ-A3VD-01	THCA	0.23
TCGA-DJ-A3VE-01	THCA	0.22
TCGA-DJ-A3VG-01	THCA	0.17
TCGA-DJ-A3VI-01	THCA	0.18
TCGA-DJ-A3VJ-01	THCA	0.19
TCGA-DJ-A3VK-01	THCA	0.41
TCGA-DJ-A3VL-01	THCA	0.2
TCGA-DJ-A3VM-01	THCA	0.77
TCGA-DJ-A4UL-01	THCA	0.5
TCGA-DJ-A4UP-01	THCA	0.19
TCGA-DJ-A4UQ-01	THCA	0.21
TCGA-DJ-A4UR-01	THCA	0.6
TCGA-DJ-A4UT-01	THCA	0.39
TCGA-DJ-A4UW-01	THCA	0.19
TCGA-DJ-A4V0-01	THCA	0.24
TCGA-DJ-A4V5-01	THCA	0.2
TCGA-DO-A1K0-01	THCA	0.17
TCGA-DO-A2HM-01	THCA	0.47
TCGA-E3-A3DY-01	THCA	0.42
TCGA-E3-A3DZ-01	THCA	0.75
TCGA-E3-A3E0-01	THCA	0.32
TCGA-E3-A3E1-01	THCA	0.17
TCGA-E3-A3E2-01	THCA	0.17
TCGA-E3-A3E3-01	THCA	0.18
TCGA-E3-A3E5-01	THCA	0.88
TCGA-E8-A413-01	THCA	0.25
TCGA-E8-A417-01	THCA	0.19
TCGA-E8-A434-01	THCA	0.19
TCGA-E8-A438-01	THCA	0.2
TCGA-EL-A3CL-01	THCA	0.68
TCGA-EL-A3CN-01	THCA	0.42
TCGA-EL-A3CO-01	THCA	0.3
TCGA-EL-A3CP-01	THCA	0.18
TCGA-EL-A3CU-01	THCA	0.18
TCGA-EL-A3D4-01	THCA	0.57
TCGA-EL-A3D6-01	THCA	0.17
TCGA-EL-A3GO-01	THCA	0.8
TCGA-EL-A3GP-01	THCA	0.6
TCGA-EL-A3GQ-01	THCA	0.29
TCGA-EL-A3GS-01	THCA	0.18
TCGA-EL-A3GU-01	THCA	0.18
TCGA-EL-A3GV-01	THCA	0.24
TCGA-EL-A3GW-01	THCA	0.87
TCGA-EL-A3GY-01	THCA	0.2
TCGA-EL-A3H2-01	THCA	0.84
TCGA-EL-A3H4-01	THCA	0.22
TCGA-EL-A3H5-01	THCA	0.5
TCGA-EL-A3H7-01	THCA	0.4
TCGA-EL-A3MW-01	THCA	1
TCGA-EL-A3MZ-01	THCA	0.2
TCGA-EL-A3N2-01	THCA	1
TCGA-EL-A3N3-01	THCA	0.44
TCGA-EL-A3T1-01	THCA	0.17
TCGA-EL-A3T2-01	THCA	0.84
TCGA-EL-A3T3-01	THCA	0.32
TCGA-EL-A3T6-01	THCA	0.83
TCGA-EL-A3T7-01	THCA	0.19
TCGA-EL-A3T8-01	THCA	0.31
TCGA-EL-A3T9-01	THCA	0.57
TCGA-EL-A3TA-01	THCA	0.17
TCGA-EL-A3TB-01	THCA	0.49
TCGA-EL-A3ZG-01	THCA	0.18
TCGA-EL-A3ZH-01	THCA	0.2
TCGA-EL-A3ZK-01	THCA	0.18
TCGA-EL-A3ZL-01	THCA	0.85
TCGA-EL-A3ZM-01	THCA	0.39
TCGA-EL-A3ZN-01	THCA	0.2
TCGA-EL-A3ZO-01	THCA	0.36
TCGA-EL-A3ZQ-01	THCA	0.21
TCGA-EL-A3ZR-01	THCA	0.52
TCGA-EL-A3ZS-01	THCA	0.26
TCGA-EL-A3ZT-01	THCA	0.17
TCGA-EL-A4JZ-01	THCA	0.69
TCGA-EL-A4K0-01	THCA	0.24
TCGA-EL-A4K7-01	THCA	0.2
TCGA-EL-A4K9-01	THCA	0.7
TCGA-EL-A4KH-01	THCA	0.2
TCGA-EL-A4KI-01	THCA	1
TCGA-EM-A1CS-01	THCA	0.26
TCGA-EM-A1CT-01	THCA	0.27
TCGA-EM-A1CU-01	THCA	0.19
TCGA-EM-A1CW-01	THCA	0.17
TCGA-EM-A1YB-01	THCA	0.69
TCGA-EM-A1YE-01	THCA	0.74
TCGA-EM-A22I-01	THCA	0.38
TCGA-EM-A22J-01	THCA	0.72
TCGA-EM-A22M-01	THCA	0.31
TCGA-EM-A22N-01	THCA	0.51
TCGA-EM-A22P-01	THCA	0.42
TCGA-EM-A2CL-01	THCA	0.21
TCGA-EM-A2CM-01	THCA	0.53
TCGA-EM-A2CN-01	THCA	0.88
TCGA-EM-A2CO-01	THCA	0.47
TCGA-EM-A2CP-01	THCA	0.24
TCGA-EM-A2CQ-01	THCA	0.16
TCGA-EM-A2CT-01	THCA	0.17
TCGA-EM-A2OW-01	THCA	0.25
TCGA-EM-A2OX-01	THCA	0.47
TCGA-EM-A2OY-01	THCA	0.59
TCGA-EM-A2OZ-01	THCA	0.2
TCGA-EM-A2P0-01	THCA	0.29
TCGA-EM-A2P1-01	THCA	0.26
TCGA-EM-A2P1-06	THCA	0.2
TCGA-EM-A2P2-01	THCA	0.22
TCGA-EM-A2P3-01	THCA	0.21
TCGA-EM-A3AJ-01	THCA	0.25
TCGA-EM-A3AK-01	THCA	0.19
TCGA-EM-A3AL-01	THCA	0.28
TCGA-EM-A3AO-01	THCA	0.25
TCGA-EM-A3AP-01	THCA	0.78
TCGA-EM-A3FJ-01	THCA	0.25
TCGA-EM-A3FK-01	THCA	0.28
TCGA-EM-A3FN-01	THCA	0.55
TCGA-EM-A3FO-01	THCA	0.17
TCGA-EM-A3FQ-01	THCA	0.25
TCGA-EM-A3FQ-06	THCA	0.22
TCGA-EM-A3FR-01	THCA	0.81
TCGA-EM-A3O3-01	THCA	0.65
TCGA-EM-A3O6-01	THCA	0.34
TCGA-EM-A3O7-01	THCA	0.46
TCGA-EM-A3O9-01	THCA	0.32
TCGA-EM-A3OA-01	THCA	0.18
TCGA-EM-A3OB-01	THCA	0.88
TCGA-EM-A3SX-01	THCA	0.69
TCGA-EM-A3SY-01	THCA	0.64
TCGA-EM-A3SZ-01	THCA	0.17
TCGA-EM-A4FF-01	THCA	0.18
TCGA-EM-A4FH-01	THCA	0.26
TCGA-EM-A4FK-01	THCA	0.24
TCGA-EM-A4FM-01	THCA	0.22
TCGA-EM-A4FN-01	THCA	0.18
TCGA-EM-A4FQ-01	THCA	0.22
TCGA-EM-A4FU-01	THCA	0.75
TCGA-EM-A4FV-01	THCA	0.18
TCGA-EM-A4G1-01	THCA	0.22
TCGA-ET-A25G-01	THCA	0.22
TCGA-ET-A25J-01	THCA	0.2
TCGA-ET-A25K-01	THCA	0.18
TCGA-ET-A25O-01	THCA	0.45
TCGA-ET-A25R-01	THCA	0.37
TCGA-ET-A2N0-01	THCA	0.17
TCGA-ET-A2N1-01	THCA	0.44
TCGA-ET-A2N3-01	THCA	0.43
TCGA-ET-A2N5-01	THCA	0.17
TCGA-ET-A39I-01	THCA	0.24
TCGA-ET-A39J-01	THCA	0.18
TCGA-ET-A39K-01	THCA	0.6
TCGA-ET-A39L-01	THCA	0.26
TCGA-ET-A39M-01	THCA	0.26
TCGA-ET-A39N-01	THCA	0.36
TCGA-ET-A39O-01	THCA	0.26
TCGA-ET-A39P-01	THCA	0.17
TCGA-ET-A39R-01	THCA	0.27
TCGA-ET-A39S-01	THCA	0.19
TCGA-ET-A39T-01	THCA	0.18
TCGA-ET-A3BN-01	THCA	0.21
TCGA-ET-A3BO-01	THCA	0.17
TCGA-ET-A3BQ-01	THCA	0.18
TCGA-ET-A3BU-01	THCA	0.2
TCGA-ET-A3BV-01	THCA	0.42
TCGA-ET-A3BW-01	THCA	0.18
TCGA-ET-A3DQ-01	THCA	0.3
TCGA-ET-A3DR-01	THCA	0.2
TCGA-ET-A3DS-01	THCA	0.62
TCGA-ET-A3DT-01	THCA	0.18
TCGA-ET-A3DU-01	THCA	0.36
TCGA-ET-A3DW-01	THCA	0.28
TCGA-ET-A40Q-01	THCA	0.2
TCGA-ET-A40S-01	THCA	0.19
TCGA-ET-A40T-01	THCA	0.18
TCGA-ET-A4KN-01	THCA	0.3
TCGA-FE-A22Z-01	THCA	0.55
TCGA-FE-A231-01	THCA	0.28
TCGA-FE-A232-01	THCA	0.23
TCGA-FE-A233-01	THCA	0.18
TCGA-FE-A235-01	THCA	0.77
TCGA-FE-A236-01	THCA	0.21
TCGA-FE-A23A-01	THCA	0.17
TCGA-FE-A3PA-01	THCA	0.16
TCGA-FE-A3PD-01	THCA	0.55
TCGA-FK-A3SB-01	THCA	0.17
TCGA-FK-A3SD-01	THCA	0.2
TCGA-FK-A3SE-01	THCA	0.17
TCGA-FK-A3SH-01	THCA	0.22
TCGA-FK-A4UB-01	THCA	0.2
TCGA-FY-A2QD-01	THCA	0.18
TCGA-FY-A3BL-01	THCA	1
TCGA-FY-A3I4-01	THCA	0.2
TCGA-FY-A3I5-01	THCA	0.32
TCGA-FY-A3ON-01	THCA	0.19
TCGA-FY-A3R7-01	THCA	0.36
TCGA-FY-A3R8-01	THCA	0.17
TCGA-FY-A3RA-01	THCA	0.17
TCGA-FY-A3W9-01	THCA	0.31
TCGA-FY-A3WA-01	THCA	0.42
TCGA-FY-A40K-01	THCA	0.31
TCGA-FY-A40L-01	THCA	0.27
TCGA-FY-A40M-01	THCA	0.2
TCGA-FY-A40N-01	THCA	0.26
TCGA-FY-A4B0-01	THCA	0.52
TCGA-FY-A4B4-01	THCA	0.17
TCGA-FY-A76V-01	THCA	0.16
TCGA-GE-A2C6-01	THCA	0.49
TCGA-H2-A26U-01	THCA	0.33
TCGA-H2-A2K9-01	THCA	0.21
TCGA-H2-A3RH-01	THCA	0.87
TCGA-H2-A421-01	THCA	0.17
TCGA-H2-A422-01	THCA	0.49
TCGA-IM-A3EB-01	THCA	0.24
TCGA-IM-A3U2-01	THCA	0.18
TCGA-IM-A3U3-01	THCA	0.16
TCGA-IM-A4EB-01	THCA	0.23
TCGA-J8-A3NZ-01	THCA	0.17
TCGA-J8-A3O1-01	THCA	0.17
TCGA-J8-A3O2-06	THCA	0.21
TCGA-J8-A3YE-01	THCA	0.18
TCGA-J8-A3YF-01	THCA	0.29
TCGA-J8-A3YH-06	THCA	0.2
TCGA-J8-A42S-01	THCA	0.17
TCGA-J8-A4HW-01	THCA	0.27
TCGA-J8-A4HY-01	THCA	0.28
TCGA-KS-A41F-01	THCA	0.2
TCGA-KS-A41I-01	THCA	0.74
TCGA-KS-A41J-01	THCA	0.22
TCGA-KS-A4I1-01	THCA	0.2
TCGA-KS-A4I3-01	THCA	0.4
TCGA-KS-A4I7-01	THCA	0.51
TCGA-KS-A4ID-01	THCA	0.37
TCGA-L6-A4EP-01	THCA	0.19
TCGA-L6-A4EQ-01	THCA	0.31
TCGA-L6-A4ET-01	THCA	0.23
TCGA-L6-A4EU-01	THCA	0.21
TCGA-MK-A4N6-01	THCA	0.17
TCGA-MK-A84Z-01	THCA	0.83
TCGA-QD-A8IV-01	THCA	0.2
TCGA-A5-A0G5-01	UCEC	0.6
TCGA-A5-A0GA-01	UCEC	0.2
TCGA-A5-A0GH-01	UCEC	0.26
TCGA-A5-A0GM-01	UCEC	0.39
TCGA-A5-A0GP-01	UCEC	0.18
TCGA-A5-A0GU-01	UCEC	0.77
TCGA-A5-A0GV-01	UCEC	0.41
TCGA-A5-A0GW-01	UCEC	0.61
TCGA-A5-A0GX-01	UCEC	0.45
TCGA-A5-A0R6-01	UCEC	0.19
TCGA-A5-A0R7-01	UCEC	0.42
TCGA-A5-A0R8-01	UCEC	0.48
TCGA-A5-A0R9-01	UCEC	1
TCGA-A5-A0RA-01	UCEC	0.34
TCGA-A5-A0VP-01	UCEC	0.33
TCGA-AP-A051-01	UCEC	0.22
TCGA-AP-A052-01	UCEC	0.7
TCGA-AP-A054-01	UCEC	0.51
TCGA-AP-A056-01	UCEC	0.31
TCGA-AP-A05A-01	UCEC	0.81
TCGA-AP-A05D-01	UCEC	0.56
TCGA-AP-A05J-01	UCEC	0.89
TCGA-AP-A05N-01	UCEC	0.66
TCGA-AP-A0L8-01	UCEC	0.81
TCGA-AP-A0LD-01	UCEC	0.42
TCGA-AP-A0LH-01	UCEC	0.28
TCGA-AP-A0LI-01	UCEC	0.34
TCGA-AP-A0LJ-01	UCEC	0.28
TCGA-AP-A0LL-01	UCEC	0.48
TCGA-AP-A0LO-01	UCEC	0.58
TCGA-AP-A0LQ-01	UCEC	0.38
TCGA-AP-A0LT-01	UCEC	0.57
TCGA-AP-A0LV-01	UCEC	0.17
TCGA-AX-A05S-01	UCEC	0.3
TCGA-AX-A05T-01	UCEC	0.44
TCGA-AX-A05U-01	UCEC	0.3
TCGA-AX-A05Y-01	UCEC	0.3
TCGA-AX-A05Z-01	UCEC	0.24
TCGA-AX-A062-01	UCEC	0.3
TCGA-AX-A063-01	UCEC	0.24
TCGA-AX-A064-01	UCEC	0.23
TCGA-AX-A06B-01	UCEC	0.43
TCGA-AX-A0IS-01	UCEC	0.81
TCGA-AX-A0IU-01	UCEC	0.65
TCGA-AX-A0J0-01	UCEC	0.58
TCGA-B5-A0JR-01	UCEC	0.71
TCGA-B5-A0K1-01	UCEC	0.38
TCGA-B5-A0K2-01	UCEC	0.55
TCGA-B5-A0K3-01	UCEC	0.41
TCGA-B5-A0K4-01	UCEC	0.77
TCGA-B5-A0K6-01	UCEC	0.77
TCGA-B5-A0K9-01	UCEC	0.19
TCGA-B5-A11E-01	UCEC	0.5
TCGA-B5-A11F-01	UCEC	0.47
TCGA-B5-A11I-01	UCEC	1
TCGA-B5-A11Y-01	UCEC	0.45
TCGA-B5-A11Z-01	UCEC	0.2
TCGA-BG-A0LX-01	UCEC	0.37
TCGA-BG-A0M3-01	UCEC	0.63
TCGA-BG-A0M6-01	UCEC	0.56
TCGA-BG-A0M7-01	UCEC	0.25
TCGA-BG-A0MC-01	UCEC	0.65
TCGA-BG-A0MG-01	UCEC	0.59
TCGA-BG-A0MO-01	UCEC	0.3
TCGA-BG-A0MQ-01	UCEC	0.22
TCGA-BG-A0MT-01	UCEC	0.51
TCGA-BG-A0MU-01	UCEC	0.22
TCGA-BG-A0RY-01	UCEC	0.7
TCGA-BG-A0VZ-01	UCEC	0.24
TCGA-BG-A0W2-01	UCEC	0.45
TCGA-BG-A187-01	UCEC	0.4
TCGA-BG-A18A-01	UCEC	0.2
TCGA-BG-A18B-01	UCEC	0.19
TCGA-BG-A18C-01	UCEC	0.82
TCGA-BK-A0CB-01	UCEC	0.59
TCGA-BK-A0CC-01	UCEC	0.47
TCGA-BS-A0TA-01	UCEC	0.75
TCGA-BS-A0TC-01	UCEC	0.45
TCGA-BS-A0TD-01	UCEC	0.3
TCGA-BS-A0TI-01	UCEC	0.75
TCGA-BS-A0TJ-01	UCEC	0.16
TCGA-BS-A0U5-01	UCEC	0.22
TCGA-BS-A0U7-01	UCEC	0.6
TCGA-BS-A0U8-01	UCEC	0.46
TCGA-BS-A0UF-01	UCEC	0.31
TCGA-BS-A0UL-01	UCEC	0.67
TCGA-BS-A0UT-01	UCEC	0.33
TCGA-BS-A0UV-01	UCEC	0.34
TCGA-BS-A0WQ-01	UCEC	0.9
TCGA-D1-A0ZP-01	UCEC	0.29
TCGA-D1-A0ZR-01	UCEC	0.45
TCGA-D1-A0ZV-01	UCEC	0.4
TCGA-D1-A0ZZ-01	UCEC	0.6
TCGA-D1-A103-01	UCEC	0.26
TCGA-D1-A163-01	UCEC	0.21
TCGA-D1-A165-01	UCEC	0.46
TCGA-D1-A167-01	UCEC	0.25
TCGA-D1-A168-01	UCEC	0.23
TCGA-D1-A169-01	UCEC	0.5
TCGA-D1-A16D-01	UCEC	0.22
TCGA-D1-A16G-01	UCEC	0.47
TCGA-D1-A16I-01	UCEC	0.34
TCGA-D1-A16J-01	UCEC	0.53
TCGA-D1-A16N-01	UCEC	0.66
TCGA-D1-A16O-01	UCEC	0.42
TCGA-D1-A16Q-01	UCEC	0.17
TCGA-D1-A16R-01	UCEC	0.41
TCGA-D1-A16V-01	UCEC	0.77
TCGA-D1-A16X-01	UCEC	0.22
TCGA-D1-A16Y-01	UCEC	0.17
TCGA-D1-A174-01	UCEC	0.66
TCGA-D1-A176-01	UCEC	0.21
TCGA-D1-A177-01	UCEC	0.27
TCGA-D1-A17A-01	UCEC	0.24
TCGA-D1-A17B-01	UCEC	0.4
TCGA-D1-A17C-01	UCEC	0.29
TCGA-D1-A17H-01	UCEC	0.35
TCGA-D1-A17K-01	UCEC	0.86
TCGA-D1-A17L-01	UCEC	0.29
TCGA-D1-A17M-01	UCEC	0.84
TCGA-D1-A17N-01	UCEC	0.17
TCGA-D1-A17Q-01	UCEC	0.2
TCGA-D1-A17R-01	UCEC	0.65
TCGA-D1-A17T-01	UCEC	0.36
TCGA-D1-A17U-01	UCEC	0.33
TCGA-DI-A0WH-01	UCEC	0.18
TCGA-N5-A4RA-01	UCS	0.66
TCGA-N5-A4RD-01	UCS	0.78
TCGA-N5-A4RS-01	UCS	0.91
TCGA-N5-A4RT-01	UCS	0.41
TCGA-N5-A4RU-01	UCS	0.82
TCGA-N5-A4RV-01	UCS	0.62
TCGA-N5-A59E-01	UCS	0.5
TCGA-N5-A59F-01	UCS	0.63
TCGA-N6-A4V9-01	UCS	0.94
TCGA-N6-A4VD-01	UCS	0.82
TCGA-N6-A4VE-01	UCS	0.32
TCGA-N7-A4Y5-01	UCS	0.45
TCGA-N7-A4Y8-01	UCS	0.37
TCGA-N8-A4PL-01	UCS	0.91
TCGA-N8-A4PM-01	UCS	0.26
TCGA-N8-A4PO-01	UCS	0.76
TCGA-N8-A4PP-01	UCS	0.49
TCGA-N8-A4PQ-01	UCS	0.47
TCGA-N8-A56S-01	UCS	0.21
TCGA-N9-A4PZ-01	UCS	0.41
TCGA-N9-A4Q1-01	UCS	0.85
TCGA-N9-A4Q3-01	UCS	0.43
TCGA-N9-A4Q4-01	UCS	0.9
TCGA-N9-A4Q7-01	UCS	0.84
TCGA-NA-A4QV-01	UCS	0.29
TCGA-NA-A4QX-01	UCS	0.64
TCGA-NA-A4QY-01	UCS	0.54
TCGA-NA-A4R0-01	UCS	0.17
TCGA-NA-A4R1-01	UCS	0.96
TCGA-ND-A4WA-01	UCS	0.94
TCGA-ND-A4WC-01	UCS	0.18
TCGA-ND-A4WF-01	UCS	0.42
TCGA-NF-A4WU-01	UCS	0.49
TCGA-NF-A4X2-01	UCS	0.84
TCGA-NG-A4VU-01	UCS	0.91
TCGA-QM-A5NM-01	UCS	0.82
TCGA-QN-A5NN-01	UCS	0.69
TCGA-RZ-AB0B-01	UVM	0.87
TCGA-V3-A9ZX-01	UVM	0.6
TCGA-V4-A9E5-01	UVM	0.95
TCGA-V4-A9E7-01	UVM	0.87
TCGA-V4-A9E8-01	UVM	0.47
TCGA-V4-A9E9-01	UVM	0.93
TCGA-V4-A9EA-01	UVM	0.32
TCGA-V4-A9EC-01	UVM	0.75
TCGA-V4-A9ED-01	UVM	0.71
TCGA-V4-A9EF-01	UVM	0.67
TCGA-V4-A9EH-01	UVM	0.23
TCGA-V4-A9EI-01	UVM	0.77
TCGA-V4-A9EJ-01	UVM	0.91
TCGA-V4-A9EM-01	UVM	0.23
TCGA-V4-A9EQ-01	UVM	0.97
TCGA-V4-A9ES-01	UVM	0.98
TCGA-V4-A9ET-01	UVM	0.95
TCGA-V4-A9EU-01	UVM	0.84
TCGA-V4-A9EV-01	UVM	0.72
TCGA-V4-A9EW-01	UVM	0.75
TCGA-V4-A9EY-01	UVM	0.67
TCGA-V4-A9F1-01	UVM	0.84
TCGA-V4-A9F2-01	UVM	0.61
TCGA-V4-A9F4-01	UVM	0.23
TCGA-V4-A9F5-01	UVM	0.88
TCGA-V4-A9F8-01	UVM	1
TCGA-VD-A8K7-01	UVM	0.3
TCGA-VD-A8K8-01	UVM	0.87
TCGA-VD-A8K9-01	UVM	0.47
TCGA-VD-A8KA-01	UVM	0.75
TCGA-VD-A8KB-01	UVM	0.24
TCGA-VD-A8KD-01	UVM	0.25
TCGA-VD-A8KE-01	UVM	0.91
TCGA-VD-A8KF-01	UVM	0.44
TCGA-VD-A8KG-01	UVM	0.3
TCGA-VD-A8KH-01	UVM	0.78
TCGA-VD-A8KI-01	UVM	0.83
TCGA-VD-A8KJ-01	UVM	0.32
TCGA-VD-A8KL-01	UVM	0.44
TCGA-VD-A8KM-01	UVM	0.28
TCGA-VD-A8KN-01	UVM	0.87
TCGA-VD-AA8M-01	UVM	0.3
TCGA-VD-AA8N-01	UVM	0.65
TCGA-VD-AA8O-01	UVM	0.84
TCGA-VD-AA8P-01	UVM	0.95
TCGA-VD-AA8R-01	UVM	0.34
TCGA-VD-AA8S-01	UVM	0.61
TCGA-VD-AA8T-01	UVM	0.88
TCGA-WC-A87T-01	UVM	0.83
TCGA-WC-A87U-01	UVM	0.71
TCGA-WC-A87W-01	UVM	0.89
TCGA-WC-A87Y-01	UVM	0.66
TCGA-WC-A880-01	UVM	0.72
TCGA-WC-A881-01	UVM	0.9
TCGA-WC-A884-01	UVM	0.33
TCGA-WC-A885-01	UVM	0.22
TCGA-WC-A888-01	UVM	0.74
